Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Have Mortgage,Home Mortgage,Own Home,Rent,business loan,buy a car,buy house,debt consolidation,educational expenses,home improvements,major purchase,medical bills,moving,other,renewable energy,small business,take a trip,vacation,wedding,Loan-to-Income Ratio,Credit Utilization Ratio,Delinquency Ratio,Debt-to-Income Ratio
Home Mortgage,861308.0,10,0.0,6.0,20.7,1132406.0,0.0,0.0,0.0,debt consolidation,0,349701.0,755972.0,18662.0,730.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.40601155451940535,0.6675803554555522,0.0,0.26000455121745064
Home Mortgage,2622773.3,3,0.0,20.0,15.1,779328.0,0.0,0.0,0.0,debt consolidation,1,647658.0,558638.0,30674.0,671.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.24693632499614054,0.7168201322164737,0.0,0.14034304832979658
Own Home,1168386.0,9,0.0,8.0,14.4,1176978.0,0.0,0.0,0.0,debt consolidation,0,756257.0,756257.0,21517.0,731.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6472663999739812,0.6425413219278525,0.0,0.2209920351664604
Home Mortgage,1064646.0,0,0.0,9.0,21.7,476168.0,0.0,0.0,0.0,debt consolidation,0,350797.0,350797.0,11711.0,720.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.32949637719955743,0.7367084726399086,0.0,0.1319988052366702
Rent,476957.0,5,0.0,10.0,11.9,181302.0,0.0,0.0,0.0,debt consolidation,0,132550.0,84550.0,8148.0,740.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2779076520524911,0.466348964710814,0.0,0.2049996121243634
Rent,925946.0,7,0.0,11.0,15.6,239206.0,0.0,37.0,0.0,other,1,346214.0,116508.0,20602.0,671.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.37390301378266116,0.4870613613370902,2.371794871794872,0.2669961315238686
Home Mortgage,1781060.0,10,0.0,13.0,15.9,385594.0,0.0,34.0,0.0,debt consolidation,0,297046.0,297046.0,33840.0,741.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1667804565820354,0.7703594972950824,2.138364779874214,0.227999056741491
Home Mortgage,790742.0,2,0.0,4.0,24.8,183128.0,0.0,0.0,0.0,buy a car,0,217998.0,1577.0,468.0,748.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27568789820194195,0.008611463020401031,0.0,0.007102190094872917
Home Mortgage,834233.0,3,0.0,18.0,22.9,1160962.0,0.0,46.0,0.0,debt consolidation,0,189506.0,189506.0,21690.0,723.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.22716195595235383,0.1632318714996701,2.0087336244541487,0.3119991657007095
Rent,2622773.3,3,0.0,15.0,17.2,1452000.0,0.0,0.0,0.0,debt consolidation,0,777483.2999999999,766592.9999999992,40546.2,723.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.29643557069915266,0.5279566115702474,0.0,0.18551142029698106
Rent,1168386.0,2,0.0,10.0,20.2,392282.0,0.0,68.0,0.0,debt consolidation,1,433400.0,297464.0,21519.0,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3709390560996109,0.7582912292687404,3.3663366336633667,0.22101257632323565
Home Mortgage,1168386.0,5,0.0,9.0,15.7,111604.90000000002,0.0,0.0,0.0,home improvements,0,66576.0,66576.0,19859.0,731.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05698116889452629,0.5965329479261214,0.0,0.20396341619978328
Rent,1168386.0,10,0.0,14.0,26.7,651442.0,0.0,7.0,0.0,debt consolidation,0,458527.0,458527.0,17597.0,731.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.39244479136175886,0.7038646571759266,0.2621722846441948,0.18073136788698255
Own Home,1168386.0,5,0.0,16.0,20.2,1706333.1999999997,0.0,0.0,0.0,debt consolidation,0,444676.0,444676.0,27700.0,731.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3805899762578463,0.2606032631844707,0.0,0.2844950213371266
Rent,1175454.0,2,0.0,4.0,7.4,111604.90000000002,1.0,0.0,1.0,debt consolidation,0,223124.0,8588.0,11069.0,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18981942296338267,0.07695002638773027,0.0,0.11300144454823413
Home Mortgage,1014790.0,10,0.0,9.0,14.1,490050.0,1.0,0.0,1.0,debt consolidation,0,340582.0,309795.0,11670.0,737.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.33561820672257314,0.6321701867156413,0.0,0.13799899486593287
Home Mortgage,2093971.0,10,0.0,7.0,22.3,248930.0,0.0,29.0,0.0,debt consolidation,1,330638.0,183388.0,8324.0,724.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15789999001896396,0.7367050978186639,1.3004484304932735,0.04770266636930502
Rent,586701.0,8,0.0,6.0,23.3,151206.0,0.0,0.0,0.0,debt consolidation,0,284878.0,106818.0,3447.0,707.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4855590837581664,0.7064402206261656,0.0,0.0705026921719922
Own Home,789697.0,4,0.0,13.0,18.5,1104972.0,0.0,0.0,0.0,debt consolidation,0,261250.0,189905.0,14550.0,751.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.33082308784255227,0.17186408343378837,0.0,0.22109745889879281
Home Mortgage,1168386.0,3,0.0,7.0,31.9,122342.0,0.0,0.0,0.0,home improvements,1,87252.0,28101.0,754.0,731.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07467737545639883,0.2296921743963643,0.0,0.007744016104266912
Own Home,1168386.0,3,0.0,8.0,15.7,764478.0,0.0,0.0,0.0,debt consolidation,0,382945.0,382945.0,7451.0,731.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3277555533873223,0.500923505974011,0.0,0.07652607956617077
Rent,999552.0,10,0.0,7.0,17.2,966416.0,0.0,0.0,0.0,debt consolidation,0,611781.0,611781.0,24073.0,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.612055200729927,0.6330410506448568,0.0,0.28900547445255476
Home Mortgage,2279449.0,6,0.0,12.0,8.6,630784.0,0.0,0.0,0.0,debt consolidation,0,313148.0,217360.0,20325.0,747.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1373788139151172,0.34458705357142855,0.0,0.10699954243328103
Rent,939588.0,0,0.0,15.0,17.6,634414.0,0.0,0.0,0.0,business loan,1,215864.0,106837.0,13475.0,742.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2297432491687846,0.16840265189608047,0.0,0.1720967062159159
Rent,578835.0,10,0.0,7.0,28.6,111782.0,1.0,30.0,1.0,other,0,145222.0,37544.0,12204.0,723.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25088669482667775,0.3358680288418529,1.048951048951049,0.2530047422840706
Rent,1264146.0,10,0.0,18.0,15.5,954998.0,0.0,0.0,0.0,debt consolidation,0,317528.0,317528.0,30972.0,744.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2511798478973157,0.33249074867172496,0.0,0.29400401535898546
Rent,1168386.0,0,0.0,13.0,13.1,1656952.0,0.0,0.0,0.0,debt consolidation,0,777483.2999999999,766592.9999999992,24382.0,731.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6654335981430793,0.46265250894413307,0.0,0.25041724224699713
Own Home,2622773.3,2,0.0,6.0,31.9,834856.0,0.0,0.0,0.0,home improvements,0,174372.0,40375.0,21882.0,751.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06648382458369544,0.04836163362304397,0.0,0.10011692585096853
Home Mortgage,1445216.0,10,0.0,11.0,21.0,1040072.0,0.0,58.0,0.0,debt consolidation,1,689852.0,689852.0,23725.0,698.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.477334875893984,0.6632733118476413,2.761904761904762,0.19699477448353742
Rent,1168386.0,3,0.0,15.0,16.8,755722.0,0.0,0.0,0.0,debt consolidation,0,532589.0,532589.0,18208.0,731.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4558330894070966,0.7047419553751247,0.0,0.18700669128181954
Home Mortgage,1168386.0,8,0.0,9.0,27.1,409662.0,0.0,0.0,0.0,debt consolidation,0,345667.0,345667.0,15340.0,731.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2958500016261749,0.8437858527273704,0.0,0.15755067246611992
Rent,1168386.0,10,0.0,12.0,12.2,499466.0,0.0,59.0,0.0,debt consolidation,0,409134.0,345952.0,16211.0,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.35017023483677484,0.6926437435180773,4.836065573770492,0.1664963462417386
Home Mortgage,721601.0,10,0.0,9.0,25.4,167640.0,0.0,31.0,0.0,other,0,132308.0,110466.0,5526.0,716.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.18335340444373,0.6589477451682176,1.220472440944882,0.09189565978982846
Rent,796480.0,9,0.0,9.0,28.5,704154.0,0.0,15.0,0.0,debt consolidation,0,109802.0,90003.0,15797.0,743.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13785907995178787,0.12781721043976177,0.5263157894736842,0.23800220972278024
Rent,1168386.0,0,0.0,3.0,10.2,111604.90000000002,0.0,0.0,0.0,buy a car,0,95876.0,5890.0,3616.0,731.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08205849779096977,0.05277546057565572,0.0,0.037138411449640786
Rent,1168386.0,6,0.0,13.0,12.0,407000.0,0.0,0.0,0.0,debt consolidation,0,313082.0,307211.0,9721.0,731.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.26796110189611994,0.7548181818181818,0.0,0.09984029250607247
Home Mortgage,1156131.0,3,0.0,9.0,31.7,1706333.1999999997,0.0,39.0,0.0,buy a car,0,405175.0,405175.0,11629.0,749.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3504576903482391,0.2374536227742624,1.2302839116719244,0.1207025847416945
Home Mortgage,969228.0,0,0.0,13.0,11.4,284834.0,0.0,0.0,0.0,debt consolidation,1,304304.0,169993.0,19142.0,680.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.31396534148827726,0.5968142848115042,0.0,0.23699686761009794
Home Mortgage,1168386.0,10,0.0,16.0,18.4,1706333.1999999997,0.0,54.0,0.0,debt consolidation,0,738682.0,738682.0,15749.0,731.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6322242820437767,0.43290607016261545,2.9347826086956523,0.16175133902665728
Home Mortgage,1616292.0,2,0.0,6.0,20.9,187110.0,0.0,0.0,0.0,home improvements,0,349701.0,80142.0,15220.0,750.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.21636003890386143,0.42831489498156167,0.0,0.11299938377471397
Rent,1291221.0,10,0.0,7.0,31.9,144606.0,0.0,0.0,0.0,debt consolidation,0,222552.0,28842.0,24426.0,737.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.17235779157866857,0.1994523048836148,0.0,0.22700374296886436
Rent,674576.0,1,0.0,10.0,12.8,260964.0,0.0,0.0,0.0,debt consolidation,0,245476.0,178733.0,5531.0,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3638967292047153,0.6848952345917445,0.0,0.09839069282037902
Home Mortgage,1318695.0,10,0.0,12.0,14.2,305536.0,0.0,0.0,0.0,debt consolidation,0,349701.0,237215.0,30880.0,732.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.26518717368307304,0.7763896889400922,0.0,0.28100508457224754
Rent,852017.0,1,0.0,6.0,10.0,116138.0,0.0,0.0,0.0,debt consolidation,0,95285.0,95285.0,9287.0,732.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11183462301808532,0.8204463655306617,0.0,0.13080020703812248
Rent,1119822.0,5,0.0,6.0,8.8,159940.0,0.0,45.0,0.0,debt consolidation,1,216106.0,78584.0,14651.0,724.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.19298245614035087,0.49133425034387895,5.113636363636363,0.15699995177805043
Rent,596999.0,3,0.0,7.0,13.3,440748.0,0.0,0.0,0.0,debt consolidation,0,324038.0,304893.0,7612.0,739.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5427781286065806,0.6917626398758474,0.0,0.15300528141588177
Home Mortgage,1351451.0,10,0.0,11.0,23.7,328306.0,0.0,26.0,0.0,home improvements,0,349701.0,179189.0,28606.0,739.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25875965906274073,0.5457987365445651,1.0970464135021096,0.2540025498519739
Home Mortgage,1741464.0,7,0.0,11.0,13.1,578644.0,0.0,0.0,0.0,debt consolidation,0,448096.0,193895.0,16254.0,751.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2573099415204678,0.3350851300626983,0.0,0.1120023152933394
Home Mortgage,1168386.0,10,0.0,12.0,13.3,666996.0,0.0,0.0,0.0,debt consolidation,1,495406.0,495406.0,35146.0,731.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.42400884639151787,0.7427420854098076,0.0,0.3609697480113593
Rent,674709.0,1,0.0,5.0,8.0,356972.0,0.0,0.0,0.0,debt consolidation,0,254353.0,254353.0,7647.0,729.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3769817802934302,0.7125292740046838,0.0,0.1360053000626937
Rent,348118.0,3,0.0,9.0,11.5,582780.0,0.0,0.0,0.0,debt consolidation,0,165585.0,165585.0,5048.0,724.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4756576792926536,0.28412951714197465,0.0,0.1740099621392746
Rent,1168386.0,3,0.0,15.0,10.3,487080.0,0.0,18.0,0.0,debt consolidation,0,246506.0,246506.0,13037.0,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.21097993300159365,0.5060893487722756,1.7475728155339805,0.1338975304394267
Rent,1165042.0,10,0.0,11.0,17.2,439120.0,1.0,0.0,1.0,debt consolidation,0,224312.0,135014.0,12233.0,740.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1925355480746617,0.30746492985971946,0.0,0.12600060770341326
Home Mortgage,579633.0,10,0.0,5.0,8.1,373560.0,0.0,0.0,0.0,debt consolidation,0,218130.0,216809.0,4830.0,731.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3763243293601296,0.5803860156333654,0.0,0.09999430674236974
Rent,1303666.0,10,0.0,7.0,18.5,436304.0,0.0,53.0,0.0,debt consolidation,0,140162.0,100225.0,9940.0,747.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10751373434606716,0.22971368587040228,2.864864864864865,0.09149582791911424
Home Mortgage,2089145.0,3,0.0,17.0,20.2,755260.0,0.0,0.0,0.0,debt consolidation,1,627154.0,532912.0,35864.0,692.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.30019649186628977,0.7056007202817572,0.0,0.20600197688528082
Home Mortgage,933755.0,9,0.0,11.0,14.1,1029182.0,0.0,0.0,0.0,debt consolidation,0,777483.2999999999,766592.9999999992,24978.0,704.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8326416458278669,0.7448565948491124,0.0,0.3210006907593534
Home Mortgage,1049066.0,5,0.0,16.0,22.8,1494482.0,0.0,11.0,0.0,other,0,695666.0,695666.0,20806.0,701.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6631289165791285,0.46548971483095813,0.4824561403508772,0.23799455896959773
Rent,1011408.0,9,0.0,11.0,18.5,180158.0,0.0,46.0,0.0,other,0,208318.0,105165.0,18374.0,734.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2059683134798222,0.5837376080995571,2.4864864864864864,0.21800104408903231
Rent,773300.0,3,0.0,7.0,28.1,170214.0,0.0,0.0,0.0,debt consolidation,0,129067.0,129067.0,12102.0,740.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16690417690417692,0.758263127592325,0.0,0.18779774990301307
Home Mortgage,2622773.3,3,0.0,20.0,15.0,489610.0,0.0,0.0,0.0,debt consolidation,0,323400.0,246943.0,19929.0,744.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.12330459517793628,0.5043667408753906,0.0,0.09118134609651547
Rent,755516.0,7,0.0,19.0,8.2,428802.0,0.0,0.0,0.0,debt consolidation,0,218702.0,152570.0,5358.0,735.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2894736842105263,0.35580524344569286,0.0,0.08510210240418468
Home Mortgage,2622773.3,10,2.0,11.0,20.1,716364.0,2.0,16.0,0.0,debt consolidation,0,561176.0,315514.0,40546.2,735.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.21396283087066656,0.4404381013004562,0.7960199004975124,0.18551142029698106
Home Mortgage,1369919.0,10,0.0,20.0,20.0,1311156.0,0.0,3.0,0.0,debt consolidation,1,771078.0,406524.0,24065.0,671.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5628639357509458,0.3100500626927688,0.15,0.21080078457193455
Rent,1168386.0,6,0.0,19.0,10.0,465432.0,0.0,49.0,0.0,debt consolidation,0,342980.0,202996.0,27986.0,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2935502479488799,0.43614534454012616,4.9,0.28743240675598647
Rent,1168386.0,6,0.0,4.0,15.2,141790.0,0.0,55.0,0.0,other,0,248226.0,59147.0,6359.0,731.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2124520492371528,0.41714507370054305,3.618421052631579,0.06531060796688766
Rent,1168386.0,5,0.0,15.0,11.5,547250.0,0.0,53.0,0.0,debt consolidation,0,405262.0,169670.0,15240.0,731.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3468562615437022,0.31004111466423023,4.608695652173913,0.15652361462735773
Own Home,2316024.0,4,0.0,20.0,15.3,681824.0,0.0,41.0,0.0,debt consolidation,1,777483.2999999999,448704.0,40546.2,691.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3356974280059274,0.658093584268081,2.679738562091503,0.2100817608107688
Home Mortgage,1039110.0,3,0.0,7.0,22.8,111604.90000000002,0.0,78.0,0.0,debt consolidation,0,171886.0,49191.0,11690.0,737.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16541655840093927,0.44076021751733113,3.4210526315789473,0.13500014435430321
Home Mortgage,1314097.0,1,0.0,6.0,11.1,143022.0,0.0,0.0,0.0,debt consolidation,0,55946.0,44099.0,12703.0,749.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.042573721726782726,0.3083371788955545,0.0,0.11600056921216623
Rent,1295743.0,10,0.0,10.0,23.0,754072.0,0.0,0.0,0.0,debt consolidation,0,349701.0,253992.0,15981.0,741.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2698845372886444,0.33682725257004636,0.0,0.14800157129924685
Rent,1168386.0,10,0.0,8.0,23.2,378290.0,0.0,76.0,0.0,debt consolidation,0,222662.0,209095.0,7788.0,731.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.19057229374538895,0.5527373179306881,3.2758620689655173,0.07998726448279934
Home Mortgage,1033828.0,8,0.0,7.0,10.8,472560.0,0.0,0.0,0.0,debt consolidation,1,326480.0,308940.0,7297.0,719.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3157972119153283,0.6537582529202641,0.0,0.08469880869931942
Own Home,849699.0,10,0.0,13.0,28.9,885984.0,0.0,60.0,0.0,home improvements,1,314842.0,84930.0,8780.0,733.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.37053356541551774,0.09585951890779067,2.0761245674740487,0.12399685064946528
Rent,1168386.0,3,0.0,20.0,14.6,245476.0,0.0,8.0,0.0,business loan,0,197274.0,137807.0,9518.0,731.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1688431734033102,0.5613868565562418,0.547945205479452,0.09775536509338524
Rent,1168386.0,4,0.0,14.0,20.9,360250.0,1.0,11.0,0.0,debt consolidation,0,217074.0,183882.0,15115.0,731.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18578962774288635,0.5104288688410826,0.5263157894736843,0.155239792328905
Home Mortgage,1149234.0,1,0.0,13.0,13.7,471900.0,0.0,0.0,0.0,debt consolidation,1,438020.0,172805.0,21452.0,737.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3811408294568382,0.3661898707353253,0.0,0.22399615744052126
Home Mortgage,1168386.0,2,0.0,10.0,22.6,1374472.0,0.0,0.0,0.0,debt consolidation,0,777483.2999999999,766592.9999999992,19047.0,731.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6654335981430793,0.557736352577571,0.0,0.1956237065490343
Home Mortgage,1168386.0,3,0.0,7.0,14.9,400950.0,0.0,0.0,0.0,debt consolidation,0,307154.0,307154.0,6104.0,731.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2628874361726347,0.7660655942137423,0.0,0.06269161047804407
Rent,696806.0,6,0.0,6.0,11.0,541486.0,0.0,0.0,0.0,debt consolidation,0,139365.0,139365.0,6504.0,747.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2000054534547636,0.25737507525586995,0.0,0.11200822036549628
Rent,1635140.0,5,0.0,19.0,21.0,702658.0,1.0,16.0,1.0,debt consolidation,0,290681.0,290681.0,20031.0,730.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.17777132233325588,0.4136877399816127,0.7619047619047619,0.14700392626931028
Rent,967670.0,7,0.0,16.0,12.5,782562.0,0.0,77.0,0.0,debt consolidation,0,214244.0,214244.0,7475.0,739.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2214019242096996,0.2737725573181422,6.16,0.09269689046885818
Rent,1168386.0,3,0.0,9.0,10.0,235532.0,0.0,66.0,0.0,debt consolidation,0,201102.0,127338.0,15865.0,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1721194879089616,0.5406399130479086,6.6,0.16294272611962143
Rent,1613062.0,7,0.0,9.0,22.3,393162.0,0.0,0.0,0.0,other,0,125628.0,125628.0,20298.0,704.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.07788169332610897,0.3195324064889282,0.0,0.15100225533798453
Home Mortgage,1168386.0,1,0.0,7.0,21.6,326810.0,0.0,0.0,0.0,debt consolidation,0,184822.0,131803.0,12680.0,731.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15818573656308788,0.40330161255775526,0.0,0.13023093395504567
Home Mortgage,1168386.0,10,0.0,18.0,9.2,1296284.0,0.0,0.0,0.0,debt consolidation,0,436084.0,158973.0,19437.0,731.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.373236242132309,0.12263747758978742,0.0,0.19962923212020686
Own Home,1168386.0,10,0.0,13.0,22.3,996534.0,0.0,0.0,0.0,debt consolidation,0,211728.0,210862.0,12302.0,731.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1812140850712008,0.2115953896204244,0.0,0.1263486553245246
Rent,364572.0,10,0.0,4.0,18.4,214302.0,1.0,0.0,1.0,debt consolidation,0,119064.0,109934.0,5043.0,739.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3265856950067476,0.5129863463710091,0.0,0.1659919028340081
Home Mortgage,1812790.0,10,0.0,7.0,19.7,203302.0,0.0,32.0,0.0,buy house,0,349701.0,84626.0,14986.0,729.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1929076175398143,0.4162575872347542,1.6243654822335025,0.09920178288715185
Home Mortgage,2377622.0,8,0.0,20.0,13.9,1706333.1999999997,0.0,69.0,0.0,debt consolidation,1,777483.2999999999,766592.9999999992,40546.2,689.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.32700038105300167,0.44926336778772125,4.9640287769784175,0.2046390889720906
Rent,839591.0,0,0.0,7.0,16.5,547052.0,0.0,0.0,0.0,debt consolidation,1,405064.0,345363.0,9585.0,740.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.482453956747988,0.6313165841638455,0.0,0.13699527508036652
Own Home,724527.0,1,0.0,9.0,13.4,720302.0,0.0,50.0,0.0,medical bills,0,123640.0,105127.0,12196.0,707.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1706492649687313,0.14594850493265324,3.7313432835820897,0.2019966129626639
Home Mortgage,1520608.0,7,0.0,15.0,22.6,1056528.0,0.0,80.0,0.0,debt consolidation,1,528220.0,398734.0,28131.0,671.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.34737420821145226,0.37740031499401816,3.5398230088495573,0.22199804288810793
Rent,902006.0,5,0.0,6.0,16.9,328020.0,0.0,0.0,0.0,debt consolidation,0,349701.0,199994.0,6788.0,731.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.38769254306512374,0.6097006280104872,0.0,0.0903053859952151
Rent,722133.0,10,0.0,9.0,23.0,337128.0,0.0,0.0,0.0,debt consolidation,0,329494.0,254771.0,10230.0,732.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4562788295230934,0.7557099973897154,0.0,0.169996385707342
Rent,1168386.0,2,0.0,14.0,19.9,670560.0,1.0,50.0,1.0,debt consolidation,1,623876.0,263492.0,24262.0,731.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5339639468463333,0.39294321164399904,2.512562814070352,0.24918477284048252
