Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Have Mortgage,Home Mortgage,Own Home,Rent,business loan,buy a car,buy house,debt consolidation,educational expenses,home improvements,major purchase,medical bills,moving,other,renewable energy,small business,take a trip,vacation,wedding,Loan-to-Income Ratio,Credit Utilization Ratio,Delinquency Ratio,Debt-to-Income Ratio
Rent,-0.24579881945408166,1.0756473140670004,-0.12101820354380821,-1.3676553022868765,-0.042369512692023076,-0.22264488437982674,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,-0.5915167019106974,0.18985726969384084,0.3979848611099451,-0.824501115860552,0.2674725298630777,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2840466343635979,0.973568681342757,-0.6517982060073902,-0.8950203787001193
Home Mortgage,1.6417082807516292,1.0756473140670004,-0.12101820354380821,0.480111374975285,1.1526142693195147,2.6049685518799213,-0.36200903491510206,-0.38922760618167923,-0.34379580489048017,debt consolidation,-0.5915167019106974,-0.0567142370064208,0.32171281473576857,-0.2691270192740547,1.0034373982678213,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9222573519452144,-1.201887830105595,-0.45779038613759476,-1.0771106067894771
Home Mortgage,2.521113627945512,1.0756473140670004,-0.12101820354380821,-0.21280112899802556,0.3978876701543332,-1.1447762983054728,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,home improvements,-0.5915167019106974,-0.0567142370064208,2.475248884255103,-0.47728111206835316,1.15063037194877,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.1128424973234814,28.256938091986118,-0.6517982060073902,-1.3729067353532933
Own Home,-0.5175093544394547,1.0756473140670004,-0.12101820354380821,-0.21280112899802556,-0.5297971079862034,-0.9229061845731659,-0.36200903491510206,1.376938135635542,-0.34379580489048017,debt consolidation,1.6905693394114378,-0.6536244664951387,-0.8602693651759781,0.13808801506236965,-1.302585856067042,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.4243893627273356,-0.10524838341192082,1.598994168730821,0.6863378053501428
Home Mortgage,-0.16102002666404813,1.0756473140670004,-0.12101820354380821,-0.674742798313566,-0.7970961118572052,-0.845570686029246,-0.36200903491510206,1.5535547098172637,-0.34379580489048017,debt consolidation,1.6905693394114378,-0.7098097611621814,-0.8821283895365969,-1.283507576894133,-2.529193970074948,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7336612832435504,-0.45573663066435827,2.1099350891501167,-1.5035752382678795
Home Mortgage,2.510167909277891,1.0756473140670004,-0.12101820354380821,2.0969072175796764,0.3349937868905677,1.5701937166470439,-0.36200903491510206,2.8340248726347492,-0.34379580489048017,debt consolidation,-0.5915167019106974,2.2193344920508977,2.475248884255103,0.961710073587958,-0.4194280139813497,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.044045869897664756,0.6152171478213909,2.1362066735925,-0.5715573141121589
Rent,-1.2660518448578562,-0.5724894673356696,-0.12101820354380821,-1.3676553022868765,-0.7027552869615575,-0.7314038329948441,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,-0.5915167019106974,-0.8891344933078262,-0.8931986250497,-1.15304062414557,1.15063037194877,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.14233188657630197,-0.7606001594463399,-0.6517982060073902,-0.6076258946295181
Rent,1.4987792494941532,1.0756473140670004,-0.12101820354380821,0.24914054031751484,1.6243183937977534,0.30799561332153047,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,-0.5915167019106974,0.8716892310178495,0.655977637898365,2.2533526735188465,0.2674725298630777,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3342741125577135,0.3522346428879595,-0.6517982060073902,0.7280605685279652
Home Mortgage,0.650991321593818,1.0756473140670004,-0.12101820354380821,0.9420530442908254,0.775250969736924,1.682136204171487,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,1.6905693394114378,2.1939164988489224,1.2225297757257354,1.2892611958673053,0.21840820530276145,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1286284172207504,-0.3337858073221751,-0.6517982060073902,0.65026903173873
Rent,-0.8678290837433156,-1.121868394469893,-0.12101820354380821,1.4039947136063657,-0.4511797539064969,0.8559654702283814,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,-0.5915167019106974,0.059609541147514426,0.5247296761794561,-0.16603835888257643,0.9543730737075051,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0226277510584516,-0.35287150969048253,-0.6517982060073902,0.7819682196268655
Own Home,0.31988953695419725,1.0756473140670004,-0.12101820354380821,-1.1366844676291064,-1.2059063530716787,-0.4647903483825615,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,business loan,1.6905693394114378,0.8686458608900512,-0.3322754205340771,-1.3975673219485587,-2.6273226191955805,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3847983655447064,0.12363962800937207,-0.6517982060073902,-1.7216194267318292
Home Mortgage,-0.7526632456077953,-0.023110540201446223,-0.12101820354380821,-0.9057136329713361,2.1746398723556988,-0.9711180137657633,1.8346477303464392,0.09646797281805658,2.6336505423134478,debt consolidation,-0.5915167019106974,-0.7283040873234163,-0.7120407879666313,-0.5309504721762849,0.9053087491471888,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3037278426572951,0.8248385738478996,-0.25457305936847163,-0.03254988292698859
Home Mortgage,0.4997297866535072,1.0756473140670004,-0.12101820354380821,-0.674742798313566,2.1746398723556988,0.13382262094870245,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,-0.5915167019106974,0.8864325502908016,1.292047102125815,1.3146627162130482,1.1996946965090862,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2507618708966204,1.491936055760791,-0.6517982060073902,0.8180547906131322
Rent,-1.2352038525001274,-1.3965578580370046,-0.12101820354380821,-0.44377196365579574,-0.3096685165630249,-0.7634760798826236,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,medical bills,-0.5915167019106974,-0.7901611172286284,-0.2638838807963469,-0.7479012004210546,0.31653685442339397,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2837732087507872,1.3585254989341675,-0.6517982060073902,0.31851758397323815
Rent,-0.19303811528362164,0.25157892336566545,-0.12101820354380821,-1.5986261369446466,2.1746398723556988,-0.7560270418957844,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,business loan,-0.5915167019106974,0.17768378918264824,-0.5636245796468929,-1.3502236322769212,0.31653685442339397,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21640934759329747,0.3520738787091105,-0.6517982060073902,-1.578145404263811
Rent,-1.217049631710292,-1.121868394469893,-0.12101820354380821,-0.44377196365579574,-0.1681572792195535,-0.28353042403614354,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,-0.5915167019106974,-0.8569450015714997,-0.35816851376811487,-0.4476295318982252,0.6599871263456076,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11599009965952048,-0.27647667654105323,-0.6517982060073902,0.9856191307203989
Home Mortgage,-0.03461417292232102,0.25157892336566545,-0.12101820354380821,0.480111374975285,-0.8285430534890876,-0.19036571977019065,-0.36200903491510206,2.569100011362166,-0.34379580489048017,debt consolidation,-0.5915167019106974,-0.13145238418330998,0.3474182768594148,-0.07164749534100233,-0.7628782859035634,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.23513031842598578,0.8058544940140195,3.4180354795647943,-0.1284229810620964
Home Mortgage,-0.7668816880623346,1.0756473140670004,-0.12101820354380821,-0.9057136329713361,-0.9543308200166181,0.4522172654556096,-0.36200903491510206,1.3327839920901114,-0.34379580489048017,debt consolidation,1.6905693394114378,0.3886127495785046,0.19065248412725122,-0.9387585381161118,-1.3516501806273584,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3025435096723847,-0.3605282104102458,2.0467581837053372,-0.7033894892793926
Home Mortgage,0.43789197208812936,1.0756473140670004,-0.12101820354380821,0.24914054031751484,-0.5612440496180858,-0.2523375774662548,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,home improvements,1.6905693394114378,1.2817248293900385,-0.7234862857005175,0.46682520054852195,0.31653685442339397,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6217546925327426,-0.9893545430375182,-0.6517982060073902,0.06327598799859654
Home Mortgage,-1.5451375320390999,-0.5724894673356696,-0.12101820354380821,-0.9057136329713361,-0.4511797539064969,-0.6770362015770115,-0.36200903491510206,1.2886298485446808,-0.34379580489048017,debt consolidation,-0.5915167019106974,-1.1267940332877,-0.5762896795983246,-1.330060557761234,0.07121523162181273,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20164328721276417,0.05504902601461497,1.432327152180357,-0.6912597799423311
Home Mortgage,-0.19303811528362164,1.0756473140670004,-0.12101820354380821,2.0969072175796764,0.06769478301956586,2.6049685518799213,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,-0.5915167019106974,2.2193344920508977,2.475248884255103,2.2533526735188465,0.31653685442339397,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.3598124566489043,-0.07385599156997977,-0.6517982060073902,2.9076418402207573
Rent,-0.6957185608646779,-0.023110540201446223,-0.12101820354380821,-0.674742798313566,0.06769478301956586,-0.4822748958794477,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,1.6905693394114378,-0.6267981165224844,-0.11227794359995172,-0.6478765366471562,0.12027955618212896,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.22223134749062298,0.6647274759722859,-0.6517982060073902,-0.291237772666183
Home Mortgage,1.2952179573956244,1.0756473140670004,-0.12101820354380821,-1.3676553022868765,0.24065296199492028,0.2392472002346613,-0.36200903491510206,-0.08014860136366553,-0.34379580489048017,debt consolidation,-0.5915167019106974,0.3895491711562887,0.16222637090292713,-0.962380963651647,1.15063037194877,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5436255121610789,-0.17742973017293132,-0.14896161165098146,-1.4951930508046454
Rent,-0.688804355681049,-0.5724894673356696,-0.12101820354380821,-0.674742798313566,-1.268800236335444,-0.9888612084149703,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,business loan,-0.5915167019106974,-0.0567142370064208,-0.8842861473061001,-0.37122729365986207,-0.8119426104638796,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5451654003565001,0.08174152212295992,-0.6517982060073902,0.14713845827083294
Rent,-1.1120955427690542,-1.3965578580370046,-0.12101820354380821,2.0969072175796764,-0.9700542908325593,-0.3176718481424894,-0.36200903491510206,0.5380094082723619,-0.34379580489048017,debt consolidation,-0.5915167019106974,-1.0190629872253627,-0.5057403820910911,-0.42361175196042156,-2.1857436981527343,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3528686285591919,-0.5053483177514534,1.0046046930490156,0.7821378827233499
Home Mortgage,2.521113627945512,-1.121868394469893,-0.12101820354380821,-1.5986261369446466,2.0331286350122273,-0.7247307364649674,-0.36200903491510206,0.2730845469997787,-0.34379580489048017,debt consolidation,1.6905693394114378,2.2193344920508977,-0.41014233134658207,-0.7130111744208707,0.6599871263456076,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.04838197293844653,0.7142541212149397,-0.1522057187113453,-1.503627780247175
Home Mortgage,2.521113627945512,1.0756473140670004,-0.12101820354380821,0.01816970565974464,-0.2153276916673775,1.3291345706840565,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,1.6905693394114378,1.440815406647543,1.8065316068195223,0.9510355047267119,0.9543730737075051,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.412479113440109,0.3369919986305983,-0.6517982060073902,-0.58085230358747
Own Home,-1.9095693314100597,-0.8471789309027813,-0.12101820354380821,-0.674742798313566,-0.8128195826731465,-0.7408185893393213,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,-0.5915167019106974,-1.1722849678902771,-0.7829653476946479,-1.4368062463736948,1.0525017228281375,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6934298826739604,-0.3946426468758869,-0.6517982060073902,-0.22405544523229362
Rent,-1.1337245948819443,-1.3965578580370046,-0.12101820354380821,0.24914054031751484,-0.7970961118572052,-0.8607791385857092,-0.36200903491510206,-0.25676517554538764,-0.34379580489048017,debt consolidation,-0.5915167019106974,-1.0844954449730229,-0.9036121516764326,-1.227268413171457,0.31653685442339397,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.4452450999033281,-0.4938104141858198,-0.1102818736235653,-0.9274017854907695
Home Mortgage,0.07654497195294252,1.0756473140670004,-0.12101820354380821,-0.674742798313566,2.1746398723556988,2.6049685518799213,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,-0.5915167019106974,0.7254957327634617,1.1426927382541188,-0.8199545402344657,1.2978233456297188,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4862309172990237,-0.7718548691373882,-0.6517982060073902,-1.046020286156768
Rent,-1.3599077480428075,1.0756473140670004,-0.12101820354380821,-0.674742798313566,-0.7970961118572052,-1.0199505961239308,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,-0.5915167019106974,-1.311577677585654,-0.7803385121491657,-0.8639377174868221,0.31653685442339397,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.6149402033140748,0.8175350122989884,-0.6517982060073902,0.3030072100349296
Rent,-0.8453135950684216,-0.5724894673356696,-0.12101820354380821,-0.44377196365579574,0.20920602036303726,-1.0065526736337131,-0.36200903491510206,-0.38922760618167923,-0.34379580489048017,home improvements,-0.5915167019106974,-0.9359555721970286,-0.8522012274291402,0.4311444657438012,-0.4194280139813497,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5129661691839835,0.3444653404808698,-0.3977879676211631,1.8004743053228174
Home Mortgage,1.0035803284964082,-0.023110540201446223,-0.12101820354380821,0.9420530442908254,-0.9228838783847356,0.37503695520308233,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,1.6905693394114378,0.9859326635075031,0.028163942528144543,0.5634893519031392,-0.12504206661945225,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.015069552470525393,-0.4786860897889249,-0.6517982060073902,-0.2182190532333643
Own Home,-0.8258119907043403,-0.8471789309027813,-0.12101820354380821,-0.21280112899802556,1.6714888062455775,0.3012707873611896,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,1.6905693394114378,-0.7561626292624918,-0.4206496735285104,0.6024317605265739,0.31653685442339397,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.2655623043271477,-0.9626457344983956,-0.6517982060073902,2.0519636980954057
Rent,-0.9284968020468485,-1.6712473216041164,-0.12101820354380821,-1.1366844676291064,-1.441758415310798,-1.0486087006010756,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,-0.5915167019106974,-0.7247925064067262,-0.8885078472899106,-1.3230430171209704,-0.8610069350241959,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.09381738184148453,0.41327807776083847,-0.6517982060073902,-1.2711494264531247
Rent,-0.7595065358664639,-1.121868394469893,-0.12101820354380821,-1.1366844676291064,-1.0486716449122657,-0.49370710001202717,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,-0.5915167019106974,-0.9701349597861463,-0.5859526817834908,-1.2946763387582148,-0.6156853122226147,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.639599337058128,-0.39096012170287375,-0.6517982060073902,-1.308239844127668
Rent,-0.19303811528362164,-1.6712473216041164,-0.12101820354380821,-0.9057136329713361,0.570845849129687,-0.00879541884098772,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,1.6905693394114378,-0.416007491132437,-1.2845971213265321,-0.5792825478535935,0.31653685442339397,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.40687049859137864,-2.018480707500775,-0.6517982060073902,-0.6184660775923638
Rent,-0.8484338517666746,1.0756473140670004,-0.12101820354380821,0.7110822096330552,2.1746398723556988,1.182274717596305,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,1.6905693394114378,0.08216878824867553,-0.013771610644373178,-0.4820253648955737,0.7090514509059239,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0182639346526368,-1.00460077641484,-0.6517982060073902,0.1831673104219352
Rent,-0.9757261420704054,-0.2978000037685579,-0.12101820354380821,-0.674742798313566,-0.8757134659369117,-0.2970835348177535,-0.36200903491510206,0.4938552647269313,-0.34379580489048017,debt consolidation,-0.5915167019106974,-0.7637710545819871,-0.42806110238897777,-0.8164951892146174,0.2674725298630777,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.09381738184148453,-0.3870600301428521,0.8687796553263902,-0.26013274229364236
Rent,-0.9326807826195059,1.0756473140670004,-0.12101820354380821,1.6349655482641359,-0.2153276916673775,0.35082758174585527,-0.36200903491510206,1.5977088533626944,-0.34379580489048017,debt consolidation,1.6905693394114378,0.19652927343555215,-0.0027013751312700666,0.4523947648657263,-0.8119426104638796,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.375452526223465,-0.49385493217391924,1.5402080256780328,2.0758746389282567
Rent,-1.2246729861435235,-1.6712473216041164,-0.12101820354380821,0.7110822096330552,-0.6870318161456163,-0.7520956051805082,-0.36200903491510206,0.9795508437266671,-0.34379580489048017,other,-0.5915167019106974,-0.8751786194525562,-0.3427827627160055,-0.3294185656199816,-1.5479074788686233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.09358649619906138,1.0460879813045896,1.3008227297415844,1.2852646353025072
Rent,0.13249684774661585,1.0756473140670004,-0.12101820354380821,0.24914054031751484,-0.27822157493114247,2.6049685518799213,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,other,-0.5915167019106974,2.2193344920508977,2.475248884255103,-0.8472339939909834,1.1996946965090862,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.7956601112095005,-0.07385599156997977,-0.6517982060073902,-1.0986752940235047
Rent,-1.5083681434471865,-1.6712473216041164,-0.12101820354380821,-0.44377196365579574,-1.0486716449122657,-0.7655969865316541,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,buy a car,-0.5915167019106974,-1.2289969996948236,-0.6711372059012672,-1.315135929075603,1.15063037194877,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1616481086663004,0.03583778598906255,-0.6517982060073902,-0.7035022799550922
Rent,-0.7636550589766411,-0.2978000037685579,-0.12101820354380821,-0.44377196365579574,-1.0486716449122657,-0.9995692005210515,-0.36200903491510206,2.3924834371804438,-0.34379580489048017,debt consolidation,-0.5915167019106974,-0.0567142370064208,-1.0305445978563352,-0.2549930993929604,0.5127941526646589,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6627174696558439,-0.6161463045162877,3.6708321665301593,0.44671685682946577
Home Mortgage,1.1882427930930184,1.0756473140670004,-0.12101820354380821,0.7110822096330552,0.3821641993383917,2.002806943618817,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,1.6905693394114378,1.048077004578626,1.4420581748838819,0.9323550092195313,-1.106328557825777,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.07716094545666288,-0.3604956698207051,-0.6517982060073902,-0.03370085721802559
Home Mortgage,-0.19303811528362164,-0.023110540201446223,-0.12101820354380821,0.7110822096330552,-0.10526339595578858,-0.688778782292376,1.8346477303464392,-0.6983066109996929,2.6336505423134478,debt consolidation,-0.5915167019106974,-0.6082080199726124,-0.552929606354573,0.2781423120659408,0.31653685442339397,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.608649975609367,0.15789844204050094,-0.6517982060073902,0.44886958380184244
Home Mortgage,2.521113627945512,-0.023110540201446223,-0.12101820354380821,0.480111374975285,1.0111030319760435,2.6049685518799213,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,home improvements,1.6905693394114378,-0.0567142370064208,1.6397275496814094,2.2533526735188465,0.8562444245868726,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.1128424973234814,-0.5115058087774795,-0.6517982060073902,0.14133077051348075
Home Mortgage,0.29223271621968194,0.5262683869327771,-0.12101820354380821,1.1730238789485956,-0.05809298350796459,0.6299595885304646,-0.36200903491510206,0.008159685727195526,-0.34379580489048017,debt consolidation,-0.5915167019106974,-0.0567142370064208,0.7516695041980699,1.1989227149489818,0.8071801000265564,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.38526289555358834,0.07025524967033273,-0.01544003009871463,0.9258691328570925
Rent,-0.7051857033468774,-1.6712473216041164,-0.12101820354380821,-0.21280112899802556,0.3349937868905677,-0.28528922467192497,-0.36200903491510206,0.4055469776360703,-0.34379580489048017,debt consolidation,-0.5915167019106974,-1.0118536051918547,-0.46962139334071235,-0.7454302354068773,-0.6647496367829309,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7405857632591201,-0.48246284270227674,0.2194533188675756,-0.4397976462379913
Own Home,-1.8290099766551637,-1.6712473216041164,-0.12101820354380821,-1.829596971602417,-0.8757134659369117,-1.1447762983054728,-0.36200903491510206,0.8470884130903755,-0.34379580489048017,debt consolidation,-0.5915167019106974,-1.6408469148739693,-1.2381584215046164,-0.9731543711134603,-0.8610069350241959,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.8205819424634925,-1.4817888527356446,1.3193212438697324,1.8126085942065473
Own Home,1.9371753155987015,-0.2978000037685579,-0.12101820354380821,-0.9057136329713361,-1.598993123470211,0.2628875499567826,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,take a trip,1.6905693394114378,1.3259707489403347,-0.48303701773371016,0.41473725804966377,-2.6273226191955805,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.2607139134643605,-1.0160113647632893,-0.6517982060073902,-0.7153204243170785
Home Mortgage,0.4930637837072394,1.0756473140670004,-0.12101820354380821,0.24914054031751484,0.4136111409702742,0.5609525282912747,-0.36200903491510206,-0.38922760618167923,-0.34379580489048017,debt consolidation,1.6905693394114378,1.3095993330605535,1.684759016175388,2.0919294710726697,-0.4194280139813497,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.593880355003846,1.1411780708282844,-0.41374030143285856,1.5607662245035592
Home Mortgage,2.249236442886483,-1.121868394469893,-0.12101820354380821,1.8659363829219062,2.1746398723556988,2.6049685518799213,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,-0.5915167019106974,2.2193344920508977,2.475248884255103,2.2533526735188465,1.2487590210694026,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06540047471883156,-0.07385599156997977,-0.6517982060073902,0.2720335246705244
Home Mortgage,1.9124969217125185,1.0756473140670004,-0.12101820354380821,1.1730238789485956,1.231231623399221,2.6049685518799213,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,-0.5915167019106974,2.1350070686828717,2.450763024349006,0.1753501674761638,1.0525017228281375,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18130185465495677,-0.08668179465679088,-0.6517982060073902,-0.8590566272647697
Home Mortgage,-0.18445740936342586,-0.5724894673356696,-0.12101820354380821,-1.1366844676291064,0.9639326195282194,2.6049685518799213,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,business loan,1.6905693394114378,2.2193344920508977,2.475248884255103,-0.893391620455816,1.15063037194877,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34278894679126,-0.07385599156997977,-0.6517982060073902,-1.0136741504458793
Rent,-0.19303811528362164,-1.3965578580370046,-0.12101820354380821,0.480111374975285,-0.8442665243050291,-0.6015112330993374,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,-0.5915167019106974,-0.8387858717704944,-0.30900916284552143,-0.5765150670377148,0.31653685442339397,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.8507194362319052,0.5542955023127332,-0.6517982060073902,-0.6150210748812358
Home Mortgage,-0.10581275758245791,1.0756473140670004,-0.12101820354380821,0.01816970565974464,0.0048008997558009105,-0.40747413942827176,-0.36200903491510206,0.9353967001812366,-0.34379580489048017,other,-0.5915167019106974,-0.9834470438066899,-0.4432592223306956,-0.5831372532757101,-1.6460361279892557,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.0403023230503528,-0.2346622209826873,0.7872590087805643,-0.679336206932467
Home Mortgage,-1.112308287543935,-0.023110540201446223,-0.12101820354380821,-0.9057136329713361,-0.48262669553837934,-1.028434222720053,-0.36200903491510206,2.4807917242713047,-0.34379580489048017,home improvements,-0.5915167019106974,-0.0567142370064208,-1.1711741150948232,-1.5314936257169702,0.2674725298630777,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3941460921701836,-1.2866671199198447,2.727263708067677,-1.6017384550207843
Rent,-0.19303811528362164,1.0756473140670004,-0.12101820354380821,-0.44377196365579574,0.665186674025335,-0.04200571319897869,-0.36200903491510206,-0.30091931909081815,-0.34379580489048017,debt consolidation,1.6905693394114378,-0.09294204679694108,0.22020438401392478,-0.7601571868913742,0.31653685442339397,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.06770402077795093,0.29895298712670815,-0.36768425583291714,-0.8436216119268192
Own Home,-1.2932477185801294,0.25157892336566545,-0.12101820354380821,0.01816970565974464,0.09914172465144833,0.9380600763750039,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,-0.5915167019106974,-0.6691924752257985,-0.4465427667625482,-0.7863494160416539,1.1015660473884539,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.661922289048406,-1.282867362107221,-0.6517982060073902,0.35084446329502167
Home Mortgage,1.840163698253017,1.0756473140670004,-0.12101820354380821,1.1730238789485956,2.1746398723556988,1.4976173257058267,-0.36200903491510206,-0.6983066109996929,-0.34379580489048017,debt consolidation,-0.5915167019106974,-0.0567142370064208,2.103833101234978,2.132650974506312,0.6599871263456076,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9722173062520263,0.4132570066109723,-0.6517982060073902,0.4227227842637034
